Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
navy-blue-irish-lenin-shacket-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-bb2.jpg?v=1756394478,2,,,,,,,,,,,
navy-blue-irish-lenin-shacket-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-bb1.jpg?v=1756394478,3,,,,,,,,,,,
navy-blue-irish-lenin-shacket-set,,"<p data-start=""247"" data-end=""647"">Tailored from <strong data-start=""261"" data-end=""283"">100% premium linen</strong>, this co-ord set combines refined design with effortless comfort. The <strong data-start=""354"" data-end=""377"">relaxed-fit shacket</strong> features a clean zip-down front, long sleeves with buttoned cuffs, and a lightweight structure that moves with ease. Paired with <strong data-start=""510"" data-end=""537"">tailored linen trousers</strong>, it creates a versatile silhouette—perfect for both formal wear and elevated evenings.</p>
<p data-start=""649"" data-end=""795"">A modern take on the <strong data-start=""670"" data-end=""690"">men’s co-ord set</strong>, this <strong data-start=""697"" data-end=""727"">linen matching set for men</strong> offers timeless style, breathable comfort, and seasonless appeal.</p>
<p data-start=""797"" data-end=""865"">Your order will be reserved upon receipt of a 50% advance payment.</p>
<p data-start=""867"" data-end=""920""><strong data-start=""867"" data-end=""877"">Color:</strong> Navy Blue<br data-start=""893"" data-end=""896""><strong data-start=""896"" data-end=""907"">Fabric:</strong> 100% Irish Linen</p>",House of Melone,,Shirt and pants,"Navy Blue, Shacket Set",TRUE,Color,Navy Blue,Size,M,,,,500,,0,deny,manual,25000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
navy-blue-irish-lenin-shacket-set,,"<p data-start=""247"" data-end=""647"">Tailored from <strong data-start=""261"" data-end=""283"">100% premium linen</strong>, this co-ord set combines refined design with effortless comfort. The <strong data-start=""354"" data-end=""377"">relaxed-fit shacket</strong> features a clean zip-down front, long sleeves with buttoned cuffs, and a lightweight structure that moves with ease. Paired with <strong data-start=""510"" data-end=""537"">tailored linen trousers</strong>, it creates a versatile silhouette—perfect for both formal wear and elevated evenings.</p>
<p data-start=""649"" data-end=""795"">A modern take on the <strong data-start=""670"" data-end=""690"">men’s co-ord set</strong>, this <strong data-start=""697"" data-end=""727"">linen matching set for men</strong> offers timeless style, breathable comfort, and seasonless appeal.</p>
<p data-start=""797"" data-end=""865"">Your order will be reserved upon receipt of a 50% advance payment.</p>
<p data-start=""867"" data-end=""920""><strong data-start=""867"" data-end=""877"">Color:</strong> Navy Blue<br data-start=""893"" data-end=""896""><strong data-start=""896"" data-end=""907"">Fabric:</strong> 100% Irish Linen</p>",House of Melone,,Shirt and pants,"Navy Blue, Shacket Set",TRUE,Color,Navy Blue,Size,L,,,,500,,0,deny,manual,25000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
off-white-irish-lenin-shirt,Off White Irish Linen Shirt,"<p data-end=""647"" data-start=""247"">Tailored from <strong data-end=""283"" data-start=""261"">100% premium linen</strong>. The <strong data-end=""377"" data-start=""354"">relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p data-end=""795"" data-start=""649"">A modern take on the <strong data-end=""690"" data-start=""670"">men’s fashion</strong>, this <strong data-end=""727"" data-start=""697"">linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p data-start=""797"" data-end=""865""><meta charset=""utf-8""></p>
<p data-start=""867"" data-end=""920""><meta charset=""utf-8""><a data-encoded-tag-name=""meta"" data-encoded-tag-value="""" data-encoded-attr-charset=""dXRmLTg=""></a><a data-encoded-tag-name=""meta"" data-encoded-tag-value="""" data-encoded-attr-charset=""dXRmLTg=""><span>Off </span>White<br data-start=""893"" data-end=""896""><strong data-start=""896"" data-end=""907"">Fabric:</strong> 100% Irish Linen</a></p>",House of Melone,,Shirts,"OffWhite, Shirt",TRUE,Color,OffWhite,Size,S,,,,500,,0,deny,manual,10000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/1-oww.png?v=1757178589,1,,,,,,g,,,,,active
off-white-irish-lenin-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/2-oww.png?v=1757178589,2,,,,,,,,,,,
off-white-irish-lenin-shirt,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/3-oww.png?v=1757178589,3,,,,,,,,,,,
off-white-irish-lenin-shirt,,"<p data-end=""647"" data-start=""247"">Tailored from <strong data-end=""283"" data-start=""261"">100% premium linen</strong>. The <strong data-end=""377"" data-start=""354"">relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p data-end=""795"" data-start=""649"">A modern take on the <strong data-end=""690"" data-start=""670"">men’s fashion</strong>, this <strong data-end=""727"" data-start=""697"">linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p data-start=""797"" data-end=""865""><meta charset=""utf-8""></p>
<p data-start=""867"" data-end=""920""><meta charset=""utf-8""><a data-encoded-tag-name=""meta"" data-encoded-tag-value="""" data-encoded-attr-charset=""dXRmLTg=""></a><a data-encoded-tag-name=""meta"" data-encoded-tag-value="""" data-encoded-attr-charset=""dXRmLTg=""><span>Off </span>White<br data-start=""893"" data-end=""896""><strong data-start=""896"" data-end=""907"">Fabric:</strong> 100% Irish Linen</a></p>",House of Melone,,Shirts,"OffWhite, Shirt",TRUE,Color,OffWhite,Size,M,,,,500,,0,deny,manual,10000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
off-white-irish-lenin-shirt,,"<p data-end=""647"" data-start=""247"">Tailored from <strong data-end=""283"" data-start=""261"">100% premium linen</strong>. The <strong data-end=""377"" data-start=""354"">relaxed-fit shirt</strong> features a clean button-down front, full sleeves with cuffs, and a lightweight structure that moves with ease.</p>
<p data-end=""795"" data-start=""649"">A modern take on the <strong data-end=""690"" data-start=""670"">men’s fashion</strong>, this <strong data-end=""727"" data-start=""697"">linen shirt for men</strong> offers timeless style and breathable comfort.</p>
<p data-start=""797"" data-end=""865""><meta charset=""utf-8""></p>
<p data-start=""867"" data-end=""920""><meta charset=""utf-8""><a data-encoded-tag-name=""meta"" data-encoded-tag-value="""" data-encoded-attr-charset=""dXRmLTg=""></a><a data-encoded-tag-name=""meta"" data-encoded-tag-value="""" data-encoded-attr-charset=""dXRmLTg=""><span>Off </span>White<br data-start=""893"" data-end=""896""><strong data-start=""896"" data-end=""907"">Fabric:</strong> 100% Irish Linen</a></p>",House of Melone,,Shirts,"OffWhite, Shirt",TRUE,Color,OffWhite,Size,L,,,,500,,0,deny,manual,10000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-basic-tucker-hat,Black Basic Tucker Cap,<p>Black Basic Tucker Cap</p>,Melone,,Caps,"Black, Cap",TRUE,Color,Black,,,,,,500,,0,deny,manual,1500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-black-1.jpg?v=1763735053,1,,,,,,g,,,,,active
black-basic-tucker-hat,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-black.jpg?v=1763735052,2,,,,,,,,,,,
blue-basic-tucker-hat,Blue Basic Tucker Cap,<p>Blue Basic Tucker Cap</p>,Melone,,Caps,"Blue, Cap",TRUE,Color,Blue,,,,,,500,,0,deny,manual,1500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-cap-blue_724cc789-c771-4025-a633-09cb05f6f367.jpg?v=1763735128,1,,,,,,g,,,,,active
grey-basic-tucker-hat,Grey Basic Tucker Cap,<p>Grey Basic Tucker Cap</p>,Melone,,Caps,"Cap, Grey",TRUE,Color,Grey,,,,,,500,,0,deny,manual,1500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-cap-grey-2.jpg?v=1763735418,1,,,,,,g,,,,,active
grey-basic-tucker-hat,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/wb-cap-grey.jpg?v=1763735418,2,,,,,,,,,,,
black-charsadda-panjedar-chappal,Black Leather Charsadda Panjedar Chappal,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,6,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Khairian.blkh.jpg?v=1765645988,1,,,,,,g,,,,,active
black-charsadda-panjedar-chappal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Khairian.blk.jpg?v=1765645988,2,,,,,,,,,,,
black-charsadda-panjedar-chappal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Khairian.blk_c3916f43-cf5f-49ba-bc68-265aef6c626b.jpg?v=1765645988,3,,,,,,,,,,,
black-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,7,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,8,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,9,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,10,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,11,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,12,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,13,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,"Black, chappal",TRUE,Color,Black,Size,14,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,Brown Leather Charsadda Panjedar Chappal,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,6,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Khairian._eb1f07cb-7421-4330-9a22-3086905a4670.jpg?v=1765644227,1,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Khairian.bb_c512bc51-7255-4405-9b6a-f0ee54afeb95.jpg?v=1765644227,2,,,,,,,,,,,
brown-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,7,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,8,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,9,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,10,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,11,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,12,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,13,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
brown-charsadda-panjedar-chappal,,"<p>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</p>
<p>Material: Leather</p>",Melone,,Charsadda Panjedar Chappal,chappal,TRUE,Color,Brown,Size,14,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,Beige Suede Leather Charsadda Panjedar Chappal,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,6,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Khairian.beige.jpg?v=1765644370,1,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Khairian.beig-ae.jpg?v=1765644370,2,,,,,,,,,,,
beige-charsadda-panjedar-chappal,,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,7,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,8,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,9,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,10,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,11,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,12,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,13,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
beige-charsadda-panjedar-chappal,,"<p><meta charset=""utf-8""><span>Charsadda Panjedar Chappal is a traditional handmade footwear style that originated from Charsadda, a historic city near Peshawar in Khyber Pakhtunkhwa, Pakistan. It's a proud symbol of Pashtun craftsmanship and is often  worn at weddings, Eid, and  cultural gatherings.</span><span></span></p>
<p><span>Material: Suede Leather</span></p>",Melone,,Charsadda Panjedar Chappal,"beige, chappal",TRUE,Color,Beige,Size,14,,,,500,,0,deny,manual,4500.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-shalwar-kameez,Blue Shalwar Kameez,"<div>Italian Wash &amp; Wear – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes</span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons</span></div>
<div><span> • Effortless Style: Perfect for any occasion</span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Blue, Shalwar Kameez",TRUE,Color,Blue,Size,S,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Blue-3.jpg?v=1771928341,1,,,,,,g,,,,,active
blue-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Blue-2.jpg?v=1771928341,2,,,,,,,,,,,
blue-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Blue-1.jpg?v=1771928341,3,,,,,,,,,,,
blue-shalwar-kameez,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/WhatsAppImage2026-02-11at1.27.20PM_bb9bd9e4-5f6e-4146-b6ef-077f0017e580.jpg?v=1771928323,4,,,,,,,,,,,
blue-shalwar-kameez,,"<div>Italian Wash &amp; Wear – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes</span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons</span></div>
<div><span> • Effortless Style: Perfect for any occasion</span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Blue, Shalwar Kameez",TRUE,Color,Blue,Size,M,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-shalwar-kameez,,"<div>Italian Wash &amp; Wear – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes</span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons</span></div>
<div><span> • Effortless Style: Perfect for any occasion</span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Blue, Shalwar Kameez",TRUE,Color,Blue,Size,L,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
blue-shalwar-kameez,,"<div>Italian Wash &amp; Wear – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes</span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons</span></div>
<div><span> • Effortless Style: Perfect for any occasion</span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Blue, Shalwar Kameez",TRUE,Color,Blue,Size,XL,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,,,,,,,,g,,,,,active
black-shalwar-kameez,Black Shalwar Kameez,"<div>
<meta charset=""utf-8"">Tailored from <strong>Italian Wash &amp; Wear</strong> – Now in Our Shalwar Kameez!</div>
<div><span> • Strong &amp; Durable Yarn: Long-lasting &amp; high-quality </span></div>
<div><span> • Rich, Fade-Resistant Colors: Vibrant even after multiple washes </span></div>
<div><span> • Soft &amp; Lightweight: Comfortable for all seasons </span></div>
<div><span> • Effortless Style: Perfect for any occasion </span></div>
<div><br></div>
<div>Experience comfort, style, and luxury in every stitch.</div>",Melone,,Shalwar Kameez,"Black, Shalwar Kameez",TRUE,Color,Black,Size,S,,,,500,,0,deny,manual,15000.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0942/4103/0444/files/Black-3_6f5b64f0-02fb-4e9b-8a29-1c649f97700f.jpg?v=1787144766,1,,,,,,g,,,,,active
